PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
005yO,r1r3k1/ppq3bQ/4p2p/4n3/3p4/2P5/PBB2PPP/4R1K1 b - - 2 24,g8f8 b2a3 f8f7 c2d1 c8h8 d1h5 f7f6 h7e4,2795,101,88,203.0,advantage exposedKing middlegame quietMove veryLong,https://lichess.org/j65YI8hC/black#48,
0061g,6k1/pp3pp1/2p1q1Pp/3b4/8/6Q1/PB3Pp1/3RrNK1 b - - 2 27,e1d1 g3b8 e6e8 b8e8,803,91,72,264.0,endgame mate mateIn2 short,https://lichess.org/dJ3xEKJK/black#54,
0066C,r2q1r1k/2p3p1/pb2Q2p/1p1p1n2/8/1BP5/PP1B1PPP/3RR1K1 w - - 3 20,b3d5 b6f2 g1f2 f5d4 f2g1 d4e6,1784,77,82,139.0,advantage discoveredAttack kingsideAttack long middlegame sacrifice,https://lichess.org/ZyuTEP3l#39,
0068B,r1q3k1/4bppp/pp2pn2/4B3/8/2N2Q2/PPPR1PPP/6K1 b - - 0 18,f6d7 d2d7 c8d7 f3a8,1458,74,92,5850.0,crushing deflection middlegame short,https://lichess.org/LNdzAgWP/black#36,Sicilian_Defense Sicilian_Defense_Katalimov_Variation
0068D,7r/pppk4/2pb1r2/8/2NP2p1/2P5/PP2RPP1/4R1K1 w - - 2 26,c4d6 f6h6 f2f4 g4g3 e2e7 d7d6 g1f1 h6h1,2069,75,92,344.0,crushing endgame veryLong,https://lichess.org/WNAZgV2o#51,
006E1,5rk1/R4pp1/1p5p/3Q4/1PPp2q1/3P2P1/5P2/4nK2 w - - 0 34,f1e1 f8e8 e1f1 g4h3 d5g2 e8e1 f1e1 h3g2,1661,73,97,14643.0,crushing deflection endgame veryLong,https://lichess.org/KaLKLKD5#67,
006HV,1r6/5k2/2p1pNp1/p5Pp/1pQ1P2P/2P4R/KP3P2/3q4 w - - 4 31,c4c6 b4b3 a2a3 d1a1,1198,75,93,964.0,endgame mate mateIn2 short,https://lichess.org/ibb2c72C#61,
006NL,1r6/k2qn1b1/p1b1p1p1/2PpPpN1/2nN1P1P/p4B2/1PP2Q2/1K1R3R w - - 0 32,d4c6 e7c6 b2b3 a3a2 b1a1 c4e5 f4e5 g7e5 a1a2 b8b5,2543,88,84,88.0,advancedPawn advantage middlegame pin veryLong,https://lichess.org/yA3M5Q6W#63,
006OI,8/p7/5k2/P5R1/6KP/8/8/5r2 w - - 5 53,g5g8 f1g1 g4f4 g1g8,785,84,91,177.0,crushing endgame rookEndgame short skewer,https://lichess.org/6AH1H5wg#105,
006RM,1k1r3r/2q5/pp1n2p1/8/1Q6/3R2P1/PPP2P1P/3R2K1 b - - 4 29,c7c5 b4c5 b6c5 d3d6 d8d6 d1d6,1481,78,82,1117.0,crushing long middlegame,https://lichess.org/ceS0QvtT/black#58,
006XF,r5kr/pp1qb1p1/2p4p/3pPb1Q/3P4/2P1B3/PP4PP/R4RK1 b - - 1 17,f5e4 h5f7 g8h7 f1f6 e7f6 f7d7,2317,77,90,1799.0,advantage long middlegame pin,https://lichess.org/Ynra1LLE/black#34,Russian_Game Russian_Game_Italian_Variation
006cZ,3r1rk1/1p4p1/p1p3Qp/2q5/8/3n1N1P/PP1R2P1/5R1K b - - 7 28,g8h8 d2d3 d8d3 g6d3,1319,75,88,631.0,advantage middlegame short,https://lichess.org/qrbDEp56/black#56,
006eO,8/8/2p2k2/1p1p4/3P4/1PP1pK2/8/8 b - - 3 64,f6f5 b3b4,2186,115,90,52.0,defensiveMove endgame equality oneMove pawnEndgame,https://lichess.org/2cHqPgSG/black#128,
006fF,r1b4r/pp1k2pp/2nb2q1/1B1p2B1/3p3Q/8/PPP2PPP/3RR1K1 b - - 5 17,h7h6 h4g4 d7c7 g5d8 h8d8 g4g6,1761,75,96,3423.0,advantage discoveredAttack exposedKing long middlegame,https://lichess.org/mAf9SSin/black#34,Italian_Game Italian_Game_Two_Knights_Defense
006ia,1r4k1/4bpp1/1rp2n1p/3p4/3P4/2N1B1P1/Pq2QPKP/2R1R3 w - - 3 24,e3h6 b2e2 e1e2 e7a3 h6e3 a3c1,2119,146,68,6.0,advantage long middlegame,https://lichess.org/fcKXrUhC#47,
006of,r2qr2k/1pp2pp1/1b4np/pP2P3/P4n2/BQN2N1P/5PP1/R3R1K1 w - - 3 20,b3f7 d8d3 c3e2 f4e2 e1e2 d3e2,2496,98,88,836.0,advantage kingsideAttack long middlegame,https://lichess.org/MIdWd89x#39,
006om,1r3k2/5p1p/2p1pp2/P2n4/2r1N3/P4PK1/2R2P1P/2R5 b - - 9 29,c4a4 e4c5 a4a5 c5d7 f8g7 d7b8,1872,74,95,5535.0,crushing endgame fork long master,https://lichess.org/BMIgw1OR/black#58,
006pe,r4r2/2q1NN2/4bQpk/2n4p/pp5P/8/1PP2PP1/2KR3R b - - 0 28,e6f7 e7f5 h6h7 f6g7,1661,75,100,303.0,mate mateIn2 middlegame pin short,https://lichess.org/gkSEAS27/black#56,
006wz,2r5/4ppkp/5bp1/1p6/1P6/P3B3/2r2PPP/1R1R2K1 b - - 2 22,f6b2 b1b2 c2b2 e3d4 f7f6 d4b2,1487,75,80,529.0,attraction crushing endgame fork long sacrifice,https://lichess.org/qT0W6o27/black#44,
006x0,3Q4/5kr1/8/1P2pB2/2Pp1n2/q2P3P/7K/5R2 w - - 7 49,d8d7 f7f6 d7d8 f6f5,1326,163,100,21.0,defensiveMove endgame equality short,https://lichess.org/yJzYpNj0#97,
006yP,6R1/8/Kpk1p3/1p1pP3/6P1/PPP1r3/8/8 b - - 3 40,e3c3 g8c8 c6d7 c8c3,819,89,80,145.0,crushing endgame master rookEndgame short skewer,https://lichess.org/vf9MOLH1/black#80,
0070J,r4rk1/ppq2ppp/2nbp1b1/3p4/3Pn3/2PB1N1P/PP3PP1/R1BQRNK1 b - - 4 14,e4f2 g1f2 g6d3 d1d3,1025,91,60,80.0,advantage hangingPiece middlegame short,https://lichess.org/SHqFVu02/black#28,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
0071K,3N1r2/6R1/kp6/p2pPp1Q/2pP2P1/2q5/2P5/2K5 w - - 0 38,g7a7 a6a7 h5h7 a7a6,1262,80,100,80.0,crushing defensiveMove endgame hangingPiece short,https://lichess.org/gY0ZkxR4#75,
0072T,3q1nk1/1bN2rpp/pp1P4/1N6/4n2b/8/PPP2PPP/R1BQ1RK1 w - - 1 16,b5d4 h4f2 f1f2 e4f2,2381,77,85,470.0,advantage kingsideAttack master middlegame short,https://lichess.org/aqhibPRF#31,Philidor_Defense Philidor_Defense_Lion_Variation
00761,3r2k1/1b3pbR/p2P2P1/3p2N1/2p5/2P2N2/PP6/2K5 b - - 0 28,f7g6 h7g7 g8g7 g5e6 g7g8 e6d8,1438,75,95,19928.0,attraction crushing endgame exposedKing fork long sacrifice,https://lichess.org/vu70Maig/black#56,
0078T,rk5r/1b3R2/pp2p2q/4P2p/B2p3B/4R2P/PP4P1/5Q1K b - - 0 27,d4e3 f7b7 b8b7 f1f7 b7b8 h4e7,2267,79,81,81.0,attraction crushing defensiveMove exposedKing long middlegame queensideAttack sacrifice,https://lichess.org/mXf4gFYU/black#54,
007AS,r3kb1r/3nnpp1/4p1bp/1NppP3/3P4/6N1/P2BBPPP/R3K2R b KQkq - 0 17,a8b8 b5d6 e8d8 d2a5,1627,83,87,30.0,crushing master middlegame short,https://lichess.org/Nfuw1Dug/black#34,Caro-Kann_Defense Caro-Kann_Defense_Advance_Variation
007HB,rn2q1k1/pp3ppp/2pb4/3p1B2/2Pn4/1Q3N2/PP3PPP/R1B4K w - - 0 15,f3d4 e8e1,675,82,100,78.0,mate mateIn1 middlegame oneMove,https://lichess.org/prYQo0BK#29,Petrovs_Defense Petrovs_Defense_Classical_Attack
007Rn,4r1k1/p4p1p/1p6/6q1/3P2n1/P4Q2/1P1B2P1/7K w - - 0 34,d2g5 e8e1 f3f1 e1f1,992,82,75,74.0,endgame mate mateIn2 short,https://lichess.org/L9kH7FqT#67,
007XE,2kr3r/p1p1bpp1/2p2n1p/8/8/1P6/P1P1RPPP/RNB3K1 w - - 1 16,e2e7 d8d1 e7e1 d1e1,645,90,79,66.0,backRankMate fork mate mateIn2 middlegame short,https://lichess.org/f4f7UwiT#31,Kings_Pawn_Game Kings_Pawn_Game_Leonardis_Variation
007c6,2kr3r/pp1n2pp/2QB1bp1/5q2/2B5/8/PPP2PPP/3R1RK1 b - - 0 17,b7c6 c4a6,723,79,56,151.0,bodenMate mate mateIn1 middlegame oneMove,https://lichess.org/vqwzqZHC/black#34,Elephant_Gambit Elephant_Gambit_Other_variations
007eS,6k1/p4p2/1p5p/4r3/P3B3/1P3P2/2PK2PP/8 w - - 0 29,d2e3 f7f5 g2g4 f5e4,1105,75,97,9881.0,advantage endgame short,https://lichess.org/8qs8bafy#57,
007fJ,8/1P3ppp/8/8/8/2pk3P/3p2P1/3K4 w - - 0 52,b7b8q c3c2,509,101,94,252.0,advancedPawn endgame mate mateIn1 oneMove queenEndgame,https://lichess.org/34ezZi7R#103,
007gO,2r3rk/5p2/4p2p/4q3/1Q6/8/1P3PPP/R4RK1 w - - 0 31,a1c1 e5g5 g2g3 c8c1,2177,86,76,45.0,crushing endgame short,https://lichess.org/id1brvZc#61,
007ku,r1bq3Q/1np2kp1/p5B1/1p1Pp3/1Pn2BP1/2b2P2/P3K3/R4N2 b - - 5 35,f7g6 h8h5 g6f6 f4g5,1605,74,88,957.0,mate mateIn2 middlegame short,https://lichess.org/QveLbBjG/black#70,
007tv,r3k1nr/1pp2ppp/1pnp2q1/4p1B1/2B1P3/3P1Q1P/PPP2PP1/R4RK1 b kq - 0 11,g6g5 f3f7 e8d8 f7f8 d8d7 f8a8,1243,74,92,1167.0,advantage attackingF2F7 long middlegame skewer,https://lichess.org/ky7qZNjk/black#22,Italian_Game Italian_Game_Giuoco_Pianissimo
0088O,7Q/2p5/1p2prp1/p4k1p/P4p1P/8/6RK/3q4 b - - 2 37,d1a4 g2g5 f5e4 h8f6,1100,77,85,437.0,crushing deflection endgame short,https://lichess.org/GmH1DPx6/black#74,
008D5,r1bqk2r/pp3ppp/4p2n/3pP3/1b1P1P2/2N5/PP4PP/R1BQKB1R b KQkq - 2 9,h6f5 d1a4 c8d7 a4b4,1423,74,85,1178.0,advantage fork master opening short,https://lichess.org/jIGC2FuP/black#18,French_Defense French_Defense_La_Bourdonnais_Variation
008EC,6k1/4rpp1/p6p/7P/q1pP1R2/2Pb2Q1/P4RP1/6K1 w - - 9 31,f4f7 e7f7 g3b8 g8h7 f2f7 a4d1 g1f2 d1f1 f2g3 f1f7,2280,122,93,18.0,advantage endgame skewer veryLong,https://lichess.org/q5CqLXP5#61,
008GK,1k1r4/ppp3p1/8/1P5p/8/P3n2P/2P1r1P1/B3NRK1 b - - 4 31,d8d1 f1f8 d1d8 f8d8,437,100,89,1623.0,backRankMate endgame mate mateIn2 short,https://lichess.org/9vFFDYsH/black#62,
008LD,8/6pp/4N1k1/5p2/5P2/5rPb/4R2P/6K1 w - - 0 35,e6g5 f3f1,412,93,78,165.0,endgame mate mateIn1 oneMove,https://lichess.org/jzHHsjDp#69,
008LT,r4rk1/6p1/b3p1nN/p1pp4/1p3P1q/3P1Q1B/PPP2PK1/R6R b - - 0 26,g8h8 h6f7 f8f7 h3e6,2380,82,90,1174.0,crushing kingsideAttack middlegame pin sacrifice short,https://lichess.org/vnxisKeU/black#52,
008Nz,6k1/2p2ppp/pnp5/B7/2P3PP/1P1bPPR1/r6r/3R2K1 b - - 1 29,d3e2 d1d8,457,99,84,884.0,backRankMate mate mateIn1 middlegame oneMove,https://lichess.org/HNU4zavC/black#58,
008P4,8/4k3/1p1p4/rP2p1p1/P2nP1P1/3BK3/8/R7 w - - 0 35,e3d2 d4b3 d2c3 b3a1,722,91,94,1511.0,crushing endgame fork short,https://lichess.org/3GoHPRp3#69,
008Sk,8/6pp/3Bp2k/p2pP2P/P2bp1PK/8/r7/5R2 b - - 2 37,d4f2 f1f2 g7g5 h4g3 a2f2 g3f2,1959,79,94,11343.0,crushing endgame long,https://lichess.org/rah6MiKa/black#74,
008Y3,r5k1/1p1rqpp1/p3pnp1/2PN4/8/1Q5P/PP3PP1/3RR1K1 b - - 0 24,e7c5 d5f6 g7f6 d1d7,1098,75,100,486.0,advantage discoveredAttack kingsideAttack middlegame short,https://lichess.org/jAILX5BH/black#48,
008lc,7k/pb1qn2n/1p2R2Q/2p2p2/2Pp4/3B4/PP3PrP/4RK2 b - - 1 27,g2g7 h6g7 h8g7 e6e7 d7e7 e1e7,1931,75,93,1956.0,attraction crushing exposedKing fork long middlegame,https://lichess.org/UdZXrVA5/black#54,
008nF,2rq1rk1/7p/1n4pb/1R2p3/pPpP1P2/P1B5/3NQ1PP/2R3K1 w - - 0 31,e2e5 f8e8 e5e8 d8e8,2194,85,89,684.0,crushing master middlegame short trappedPiece,https://lichess.org/tYO5rrIU#61,
008o6,Q5k1/p1p3p1/5rP1/8/3P4/7P/q3r3/B4RK1 b - - 1 34,f6f8 a8f8,471,87,75,117.0,endgame mate mateIn1 oneMove,https://lichess.org/1k4lXfEi/black#68,
008oX,4r1k1/2R3pp/2p4q/1p1p4/3P4/P7/1PP2R2/1K1N4 b - - 3 32,e8e1 c7c8 e1e8 c8e8,978,76,71,217.0,endgame mate mateIn2 short,https://lichess.org/APGKH8YH/black#64,
008tL,8/7k/pR5p/3p4/5r2/2P1p2P/P5P1/6K1 w - - 0 40,b6a6 e3e2 a6e6 f4f1,1073,76,95,3012.0,advancedPawn crushing endgame master rookEndgame short,https://lichess.org/yhNupFCi#79,
0092V,r2qk1nr/ppp3pp/2n5/1B1pp3/1b1P4/5Q1P/PP1B1PP1/RN2K2R b KQkq - 3 11,e5e4 b5c6 b7c6 f3h5 g7g6 h5e5,2373,78,85,1207.0,crushing exposedKing long opening,https://lichess.org/bW5LiCa5/black#22,Ponziani_Opening Ponziani_Opening_Other_variations
0092z,2r3k1/2qR1ppp/p7/2p2Q2/P7/7P/5PP1/6K1 b - - 3 26,c7c6 f5f7 g8h8 f7g7,946,86,94,415.0,endgame mate mateIn2 short,https://lichess.org/fjaha7q0/black#52,
0095W,8/pp1r2kp/q2P1ppb/4p3/2N1P3/1Q5P/PPR2PP1/6K1 w - - 3 32,c4e5 f6e5 c2c7 a6d6,1907,74,95,1325.0,advantage endgame hangingPiece short,https://lichess.org/CaL8Bl7F#63,
009BH,3r2k1/6p1/4Q3/4B3/1p3P2/4PKP1/3q4/8 b - - 17 51,g8h8 e6h6 h8g8 h6g7,1459,74,99,1161.0,endgame mate mateIn2 pin short,https://lichess.org/QauOOpOY/black#102,
009De,r1q4r/2p1kP2/3p4/2pPp3/p1P1Pb2/P1NB3b/1P3KP1/R2Q1R2 w - - 1 23,g2h3 c8h3 d1f3 h3h2 f3g2 f4e3 f2f3 h8h3 g2h3 h2h3,1925,80,79,50.0,advantage exposedKing middlegame veryLong,https://lichess.org/PsMgMg87#45,
009FS,r2qr1k1/p5bp/1pp1b1p1/8/2QN1p2/2P1n2P/PP3PP1/R1B1RNK1 w - - 1 18,d4e6 e3c4 e6d8 e8e1,1740,75,79,125.0,crushing discoveredAttack opening short,https://lichess.org/MOdm5bE7#35,Sicilian_Defense Sicilian_Defense_Closed
009IO,3rk3/5p1r/p2Np1p1/3bP3/P2n4/8/1P3RPP/5RK1 b - - 4 25,e8e7 f2f7 h7f7 f1f7,1168,81,87,539.0,hookMate mate mateIn2 middlegame short,https://lichess.org/LJBrm9Or/black#50,
009L0,6k1/pb2r1pN/1n4Bp/3p4/1P2pR2/P7/3R1PPP/2r3K1 w - - 2 30,d2d1 c1d1,706,146,18,22.0,backRankMate hangingPiece mate mateIn1 middlegame oneMove,https://lichess.org/SAhQtou2#59,
009Os,r2b2k1/1p3q1p/p2p4/3P2p1/2P1PRQr/8/P2B3P/2R4K w - - 1 29,g4g3 h4f4 d2f4 f7f4 g3f4 g5f4,1392,89,76,36.0,crushing long middlegame,https://lichess.org/AdjEnXlm#57,
009Wc,1r3rk1/1pq2pbp/p1p1pnp1/2N1N3/3P4/1QP5/PP3PPP/3RR1K1 w - - 2 19,e5d7 f6d7 c5d7 c7d7,933,81,95,1384.0,crushing middlegame short,https://lichess.org/WnthPrdl#37,Caro-Kann_Defense Caro-Kann_Defense_Classical_Variation
009XT,rn1qk2r/pp3ppp/3bp1b1/3p4/3Pn2N/3BB3/PPP2PPP/RN1Q1RK1 w kq - 4 10,h4g6 d6h2 g1h1 h7g6,2061,72,94,13040.0,crushing intermezzo opening short,https://lichess.org/bf23N8Ng#19,Caro-Kann_Defense Caro-Kann_Defense_Exchange_Variation
009bR,4r2k/3q2r1/1p4pQ/p1pP4/2P4P/1N4p1/PP3RK1/8 b - - 1 37,g7h7 f2f8 e8f8 h6f8,894,76,100,98.0,endgame mate mateIn2 short,https://lichess.org/rvHGlZar/black#74,
009f8,8/1p4p1/pb2ppkp/3n4/3P4/P3BN1P/1P2KPP1/8 b - - 0 26,g6f5 f3h4 f5e4 f2f3,1178,83,91,150.0,endgame mate mateIn2 short,https://lichess.org/paDYagZM/black#52,
009lk,1R6/6pk/2p4p/3bP2r/5B1P/2P2qP1/P4P1Q/4R1K1 w - - 2 40,e1e3 f3d1 e3e1 d1e1,925,79,95,876.0,mate mateIn2 middlegame short,https://lichess.org/gLNPef4f#79,
009oc,5Q2/pbp3np/1p1pB1pk/1P6/P3q2P/6K1/8/8 b - - 1 32,e4e6 f8f4 g6g5 f4g5,1074,75,96,600.0,endgame mate mateIn2 short,https://lichess.org/426eHXom/black#64,
009tE,6k1/6pp/p1N2p2/1pP2bP1/5P2/8/PPP5/3K4 b - - 1 28,f6g5 c6e7 g8f7 e7f5,652,103,90,671.0,crushing endgame fork short,https://lichess.org/fUV1iXBx/black#56,
009uB,3br2r/5k1p/4p1pQ/P5P1/1B5P/P6q/5R2/6K1 b - - 1 35,f7g8 f2f8 e8f8 h6f8,964,82,95,285.0,mate mateIn2 middlegame short,https://lichess.org/1llcQdqK/black#70,
009zR,3r4/p1p2ppp/4k3/6Q1/5P2/4P3/Prqn2PP/3R1RK1 w - - 3 22,g5d8 d2f3 g1h1 c2g2,1629,78,87,169.0,discoveredAttack endgame mate mateIn2 short,https://lichess.org/SctCD3fJ#43,
00A1H,2r3k1/4brp1/2p3b1/2Pp1q1p/3B3P/2P2N2/PP3P1K/R2Q2R1 w - - 1 31,f3g5 f5f4 h2g2 e7g5,2041,84,82,202.0,crushing middlegame short,https://lichess.org/GeoPB5fa#61,
00A5m,8/1p6/p1p2p2/P3b3/1PK3P1/2PBk3/8/8 b - - 3 60,e3d2 d3f5 e5c7 f5c8 b7b6 a5b6 c7b6 c8a6,2041,74,89,539.0,bishopEndgame crushing endgame quietMove veryLong,https://lichess.org/Y4Ftfosz/black#120,
00A5v,4r1k1/pp1qr1p1/7p/2pPR3/2P2p2/1PQ2P2/P5PP/4R1K1 w - - 3 33,c3d2 e7e5 e1e5 e8e5,876,100,84,672.0,crushing endgame short,https://lichess.org/1WXk6Mn2#65,
00AB1,8/7Q/3p1kp1/1p6/2b5/2P4P/5PPK/4q3 b - - 8 36,e1c3 h7h8 f6e6 h8c3,1096,76,96,10316.0,crushing endgame short skewer,https://lichess.org/KQDr21Ph/black#72,
00AGs,rn2k2Q/5p2/2p1p1r1/1q4p1/8/8/4NPPP/3R1K1R b q - 5 23,e8e7 h8d8,840,86,93,375.0,mate mateIn1 middlegame oneMove,https://lichess.org/gBoWCcF2/black#46,
00AHY,r6k/3NR1p1/4n2p/5b2/p6P/6R1/8/6K1 w - - 2 43,h4h5 a4a3 g3a3 a8a3 e7e8 h8h7,1358,78,84,1510.0,advantage endgame long,https://lichess.org/SFxNjHBp#85,
00AOH,6k1/1R6/1p2p1pp/4P3/p1N2P2/6PK/7P/1r6 w - - 0 48,b7b6 b1b6 c4b6 a4a3 b6d7 a3a2,822,86,95,660.0,advancedPawn advantage endgame long,https://lichess.org/D6NQDAPE#95,
00AVR,br1qkb1r/p1pp1ppp/4Pn2/6B1/3Qn3/5NP1/P3PPBP/RN1R2K1 b k - 0 15,d7e6 d4a4 d8d7 d1d7,1722,76,77,87.0,crushing opening short,https://lichess.org/KxeQFmHl/black#30,Zukertort_Opening Zukertort_Opening_Black_Mustang_Defense
00AXb,5kr1/pp3p1p/1q2pBb1/1B1p4/P7/5P2/1P4rP/2Q1K2R b K - 0 21,g2g1 h1g1 b6g1 b5f1 g6c2 c1f4,2115,132,82,19.0,advantage defensiveMove long middlegame,https://lichess.org/4i5kxYT5/black#42,
00Aae,1R6/1P6/4pkp1/5p2/3P3p/3KP3/8/1r6 b - - 0 43,h4h3 b8f8 f6e7 b7b8q b1b8 f8b8,1022,80,88,341.0,advancedPawn clearance crushing endgame long promotion rookEndgame,https://lichess.org/mLIjph1r/black#86,
00Aas,3r1rk1/1p2q1pp/5p2/8/1P1n4/6Q1/PPbB1PPP/R2B1RK1 w - - 9 20,d1c2 d4e2 g1h1 e2g3 f2g3 d8d2,1204,75,98,6893.0,crushing fork long middlegame,https://lichess.org/wYjuq3zz#39,
00AbP,4r1k1/pp3pp1/2p5/7b/4P2P/2P2N2/PP4K1/3R4 b - - 0 24,e8e4 d1d8 g8h7 f3g5,735,98,100,26.0,crushing endgame short,https://lichess.org/0NyDgLKw/black#48,
00Ac7,8/2p1pk1p/Pp4p1/8/p1P2P2/3r2P1/3PR2P/3K4 b - - 1 33,a4a3 a6a7 d3d8 e2e3 a3a2 e3a3,2227,75,96,933.0,advancedPawn advantage endgame long rookEndgame,https://lichess.org/SIcsTksL/black#66,
00AcQ,8/1bpp2k1/1p5r/1P2P3/3P1P2/2P1n1K1/2Q3P1/8 w - - 0 30,c2a2 h6g6 g3f2 g6g2,1658,74,91,610.0,crushing endgame short,https://lichess.org/MqFuiB4J#59,
00AdI,3r4/4kp1p/1PQ1p1p1/p3b3/1p2P2P/1P6/6PK/8 w - - 1 36,h2h3 d8d3 g2g3 d3g3 h3h2 g3c3,1212,75,98,4782.0,crushing discoveredAttack endgame long,https://lichess.org/WWyIGzPi#71,
00Af3,8/8/2B2p1p/P4Pp1/3p1kP1/1b1Pb2P/8/4K3 b - - 0 50,f4g3 a5a6 b3c4 a6a7,1167,75,96,4698.0,advancedPawn bishopEndgame crushing endgame short,https://lichess.org/JBQDYKyD/black#100,
00AhO,r1b2rk1/2q2p1p/1p2pbp1/pP6/2P1Q3/P2B1N2/5PPP/3R1RK1 w - - 0 20,e4a8 c8b7 a8a7 f8a8 a7a8 b7a8,1348,76,99,1015.0,advantage clearance long middlegame trappedPiece,https://lichess.org/9PjjgfVE#39,
00Ahb,1k4nr/pp1r1ppp/4p3/1Nb2q2/2Pp4/6P1/PP3P1P/R1BQR1K1 b - - 2 14,g8h6 c1f4 f5f4 g3f4,1138,76,83,228.0,crushing middlegame short,https://lichess.org/Cyj8Qkox/black#28,Sicilian_Defense Sicilian_Defense_Franco-Sicilian_Variation
00Al5,2r3k1/p2q1pbp/1p2pnp1/nB1p4/3P4/1Pr1P2P/P1QB1PP1/2R2RK1 w - - 0 19,b5d7 c3c2 d7c8 c2d2,1641,75,97,7485.0,advantage middlegame short,https://lichess.org/EtyflSie#37,Slav_Defense Slav_Defense_Schlechter_Variation
00AoZ,8/1R6/p1pk4/6bp/1QP5/P7/KP6/3r2q1 b - - 2 44,g1c5 b7d7 d6d7 b4c5,986,81,93,3365.0,advantage deflection endgame short,https://lichess.org/356BAYqk/black#88,
00Aok,5rk1/Q2B1p1p/4p1p1/3p4/3N2b1/2q5/Pr3RPP/5RK1 w - - 0 23,f2f7 c3e3 g1h1 f8f7 a7a8 g8g7 f1f7 g7f7 a8e8 f7f6,2236,95,51,26.0,crushing intermezzo middlegame veryLong,https://lichess.org/kVjMAqKr#45,
00Aq4,2k1r3/pppn1pp1/3b2b1/3p2Pp/2B2P2/3P3P/PPPR4/2K3NR w - - 0 18,c4d5 e8e1 d2d1 d6f4 c1b1 e1d1,1535,108,48,92.0,backRankMate deflection long mate mateIn3 middlegame,https://lichess.org/VIBqOZyc#35,Scandinavian_Defense Scandinavian_Defense_Main_Line
00AuR,8/4bkp1/R6P/4p3/Pp2P3/1P1rB3/6P1/6K1 b - - 0 33,d3e3 h6h7 e3e1 g1h2,1695,81,85,34.0,advancedPawn crushing endgame short,https://lichess.org/NQjprK7P/black#66,
00B2k,r4rk1/pbp3pp/1p1pp3/6B1/2PPp2q/3nP2P/PP3P2/R2QKBR1 w Q - 8 16,f1d3 h4f2,833,130,43,17.0,attackingF2F7 mate mateIn1 middlegame oneMove,https://lichess.org/SIYAVKzo#31,Dutch_Defense Dutch_Defense_Queens_Knight_Variation
00B3B,2K5/3P4/5b2/p1B5/P7/3k4/6p1/8 w - - 7 77,d7d8q f6d8 c8d8 d3c4,1503,75,94,2123.0,crushing endgame short,https://lichess.org/b7iJvp5Z#153,
00B5A,r2qk2r/ppp2ppp/2n1b3/1B1N4/3b4/3P3P/P1P1QPP1/1R2K1NR w Kkq - 4 13,g1f3 d8d5 f3d4 d5d4 b5c6 b7c6,1549,75,94,14408.0,advantage hangingPiece long middlegame,https://lichess.org/JCYgLgB2#25,Nimzowitsch_Defense Nimzowitsch_Defense_Other_variations
00B7G,1rb2r1k/4q2p/p2p4/3B1p2/1pPb4/1P2NQ2/P5PP/2R2RK1 w - - 1 24,g1h1 e7e3 f3e3 d4e3,1688,74,86,144.0,crushing middlegame short,https://lichess.org/jBgjHSYd#47,
00BKa,5rk1/p1Rb1ppp/2n1pn2/8/8/2P3P1/q4PBP/1rNQK2R b K - 2 16,f8c8 c7c8 d7c8 c1a2 b1d1 e1d1,2505,82,91,980.0,advantage long middlegame,https://lichess.org/0bBHtpd4/black#32,French_Defense French_Defense_Winawer_Variation
00BM8,r4rk1/pp2bppp/2ppnn2/8/N1P1P3/q1P4P/P2N2PB/R2Q1R1K b - - 0 16,a8d8 d2b1 a3a4 d1a4,1617,75,93,6970.0,advantage master middlegame short trappedPiece,https://lichess.org/IBbaWSo7/black#32,Caro-Kann_Defense Caro-Kann_Defense_Other_variations
00BSo,2r3k1/4R1pp/p1p2p2/2p5/2P5/1PbN3P/P4PP1/6K1 w - - 0 25,d3c5 c3b4 e7a7 b4c5,1151,77,93,783.0,advantage endgame short,https://lichess.org/SjQSgSG9#49,
00Bex,1rb1qrk1/6bp/2np4/2pNpp2/2P5/3P1B2/1B3PPP/1R1QR1K1 b - - 0 22,c8e6 d5c7 e8f7 c7e6,1657,121,33,17.0,crushing middlegame short,https://lichess.org/qNuFxL0D/black#44,
00Bg4,3r2k1/1q3ppp/p2rp3/Qp1B4/7P/P4P2/1PP3P1/1K1R3R b - - 0 21,d6d5 a5d8 d5d8 d1d8,1370,85,75,306.0,backRankMate endgame mate mateIn2 short xRayAttack,https://lichess.org/6qWf8wOP/black#42,
00Bm8,8/6kp/4b1q1/1p6/1PpPp2Q/2P1P3/r2N2P1/5RK1 w - - 7 34,d2e4 g6g2,1126,76,86,325.0,endgame master mate mateIn1 oneMove,https://lichess.org/ynNNLRgG#67,
00Bn0,r1bqkb1r/pp1pnppp/2n1p3/1N6/5B2/8/PPP1PPPP/R2QKBNR b KQkq - 4 6,e6e5 b5d6,1088,117,90,100.0,mate mateIn1 oneMove opening smotheredMate,https://lichess.org/uxtqY7nh/black#12,Horwitz_Defense Horwitz_Defense_Other_variations
00Bn4,1k6/pp6/4nNp1/P6p/3pr3/7P/3R1PPK/8 b - - 0 40,e4e5 f6d7 b8c7 d7e5,694,99,85,709.0,crushing endgame fork short,https://lichess.org/jvMUtZF5/black#80,
